,line,emsg
261,"if mylist.index(""H"")==1 and mylist.index(""HR"")==1 and mylist.index(""2B"")==1:",ValueError: 'H' is not in list
262,S[0]=S[2],TypeError: 'str' object does not support item assignment
263,"X_train_numa_p = pd.read_csv(""/Users/shion/Desktop/OJT/numa-chan/train_Numa_print.csv"")",FileNotFoundError: [Errno 2] No such file or directory: '/Users/shion/Desktop/OJT/numa-chan/train_Numa_print.csv'
264,"X_train_numa_p = pd.read_csv(""shion:/Desktop/OJT/numa-chan/train_Numa_print.csv"")",FileNotFoundError: [Errno 2] No such file or directory: 'shion:/Desktop/OJT/numa-chan/train_Numa_print.csv'
265,"X_train_numa_p = pd.read_csv(""/Users:/shion/Desktop/OJT/numa-chan/train_Numa_print.csv"")",FileNotFoundError: [Errno 2] No such file or directory: '/Users:/shion/Desktop/OJT/numa-chan/train_Numa_print.csv'
266,"X_train_numa_p = pd.read_csv(""Users:/shion/Desktop/OJT/numa-chan/train_Numa_print.csv"")",FileNotFoundError: [Errno 2] No such file or directory: 'Users:/shion/Desktop/OJT/numa-chan/train_Numa_print.csv'
267,"X_train_numa_p = pd.read_csv("":/Users/shion/Desktop/OJT/numa-chan/train_Numa_print.csv"")",FileNotFoundError: [Errno 2] No such file or directory: ':/Users/shion/Desktop/OJT/numa-chan/train_Numa_print.csv'
268,X_train_numa_p = pd.read_csv('~/Desktop/OJT/numa-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: '/root/Desktop/OJT/numa-chan/train_Numa_print.csv'
269,X_train_numa_p = pd.read_csv('~/desktop/OJT/numa-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: '/root/desktop/OJT/numa-chan/train_Numa_print.csv'
270,X_train_numa_p = pd.read_csv('https://drive.google.com/drive/folders/14AfV9rPm_1wp-uvpGtX2ogWnMcbBV35W?usp=sharing/train_Numa_print.csv'),"ParserError: Error tokenizing data. C error: Expected 1 fields in line 6, saw 2
"
271,X_train_numa_p = pd.read_csv('train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'train_Numa_print.csv'
272,X_train_numa_p = pd.read_csv('drive/MyDrive/numa-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'drive/MyDrive/numa-chan/train_Numa_print.csv'
273,X_train_numa_p = pd.read_csv('https://drive.google.com/drive/folders/14AfV9rPm_1wp-uvpGtX2ogWnMcbBV35W?usp=sharing/train_Numa_print.csv'),"ParserError: Error tokenizing data. C error: Expected 2 fields in line 6, saw 5
"
274,X_train_numa_p = pd.read_csv('https://drive.google.com/file/d/1yWj9QG29CmUOufrvE2NITNBxwRlRtD7g/view?usp=sharing'),"ParserError: Error tokenizing data. C error: Buffer overflow caught - possible malformed input file.
"
275,X_train_numa_p = pd.read_csv('https://drive.google.com/file/d/1yWj9QG29CmUOufrvE2NITNBxwRlRtD7g/view?usp=sharing'/train_Numa_print.csv),NameError: name 'train_Numa_print' is not defined
276,X_train_numa_p = pd.read_csv('https://drive.google.com/file/d/1yWj9QG29CmUOufrvE2NITNBxwRlRtD7g/view?usp=sharing'/MyDrive/train_Numa_print.csv),NameError: name 'MyDrive' is not defined
277,X_train_numa_p = pd.read_csv('drive/MyDrive/nuna-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'drive/MyDrive/nuna-chan/train_Numa_print.csv'
278,X_train_numa_p = pd.read_csv('/drive/my-drive/nuna-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: '/drive/my-drive/nuna-chan/train_Numa_print.csv'
279,X_train_numa_p = pd.read_csv('drive/my-drive/nuna-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'drive/my-drive/nuna-chan/train_Numa_print.csv'
280,X_train_numa_p = pd.read_csv('my-drive/nuna-chan/train_Numa_print.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'my-drive/nuna-chan/train_Numa_print.csv'
281,df.isnull.sum(),AttributeError: 'function' object has no attribute 'sum'
282,df['precipitation'].info(),AttributeError: 'Series' object has no attribute 'info'
283,df['name'].mean(),TypeError: Could not convert 厚切りイカフライ手作りヒレカツ白身魚唐揚げ野菜あん若鶏ピリ辛焼ビッグメンチカツ鶏の唐揚豚のスタミナ炒めボローニャ風カツハンバーグタルタルinソーセージカツマーボ豆腐厚揚げ豚生姜炒めクリームチーズ入りメンチ鶏のカッシュナッツ炒め手作りロースカツハンバーグデミソースやわらかロースのサムジョン五目御飯肉じゃがタンドリーチキンカキフライタルタル手作りヒレカツ回鍋肉ポーク味噌焼き鶏の唐揚げ甘酢あんさっくりメンチカツ手ごね風ハンバーグ酢豚カレー入りソーセージカツ豚肉の生姜焼鶏チリソース手作りロースカツ鶏の照り焼きマスタードさんま辛味焼カレイ唐揚げ野菜あんかけ回鍋肉ジューシーメンチカツサバ焼味噌掛け手作りひれかつとカレー酢豚鶏のレモンペッパー焼orカレーチンジャオロース海老フライタルタルチーズ入りメンチカツ鶏の唐揚げメダイ照り焼ハンバーグカレーソースさわら焼味噌掛け鶏のピリ辛焼き手作りロースカツホタテクリ―ムシチュー鶏の唐揚げおろしソースますのマスタードソース回鍋肉ロース甘味噌焼きチンジャオロース海老フライとホタテ串カツハンバーグ和風きのこソースタンドリーチキン酢豚orカレーポークハヤシマーボ豆腐鶏チリソース白身魚唐揚げ野菜あんかけ手作りひれかつハンバーグカレーソース回鍋肉メンチカツチキンクリームシチューボローニャ風カツ海老クリーミ―クノーデル肉じゃがビーフカレー手作りロースカツカレイ野菜あんかけ鶏の唐揚げおろしソースチーズ入りハンバーグ越冬キャベツのメンチカツ鶏の親子煮マーボ豆腐手作りひれかつ肉団子クリームシチューロース甘味噌焼きキーマカレー青椒肉絲メンチカツ肉じゃが酢豚和風ソースハンバーグ青梗菜牛肉炒め肉団子のシチュー青椒肉絲鶏の唐揚げおろしソースチキンカレービーフトマト煮ポーク生姜焼きカレイ唐揚げ野菜あんかけ牛丼風煮鶏の味噌漬け焼き牛肉筍煮マーボ豆腐手作りひれかつ鶏の照り焼きマヨ中華丼タンドリーチキン豚味噌メンチカツマーボ茄子鶏の天ぷら肉じゃがメンチカツ手作りチキンカツきのこソースハンバーグ白身魚唐揚げ野菜餡かけメンチカツタンドリーチキンポークカレー豚肉と茄子のピリ辛炒め鶏の味噌漬け焼きチーズハンバーグサーモンのムニエル2色ソース牛肉コロッケ鶏のカッシュナッツ炒め牛肉すき焼き風鶏の唐揚げおろしソースいか天ぷらチキンカレーハンバーグケッチャップソースゴーヤチャンプルーたっぷりベーコンフライ鶏の味噌漬け焼き手作りロースカツ牛肉ニンニクの芽炒めカレイ唐揚げ野菜餡かけチャプチェタンドリーチキンキーマカレー牛すき焼き風ポークソテー韓国ソースビーフストロガノフアジ唐揚げ南蛮ソース炊き込みご飯マーボ茄子鶏のトマトシチュー豚の冷しゃぶキスと野菜の天ぷら牛丼鶏の塩から揚げカレイ唐揚げ夏野菜あんタンドリーチキン白身魚ムニエル手作りトンカツ和風ハンバーグかじきの甘辛煮チキンのコーンクリーム焼きプルコギポークカレー鶏のから揚げねぎ塩炒めソース豚冷シャブ野菜添え白身魚フライ豚すき焼きエビフライチンジャオロース八宝菜ジャンボチキンカツひやしたぬきうどん・炊き込みご飯豚肉のマスタード焼きバーベキューチキンメンチカツ鶏のから揚げスイートチリソース豚肉の生姜焼きハンバーグ（デミきのこバター）鶏肉のカレー唐揚豚キムチ炒めチキン香草焼きマスタードソースチキンカレーサーモンフライ・タルタル厚切ハムカツ洋食屋さんのメンチカツ牛スキヤキ豚ロースのピザ風チーズ焼きチキン南蛮ロコモコ丼白身魚の南部焼きキーマカレーカレイの唐揚げ豚肉の胡麻シャブチキンの辛味噌焼きビーフシチュー名古屋味噌カツ親子煮チキンステーキ・きのこソースメンチカツ鶏肉の山賊焼きハンバーグデミソースぶりレモンペッパー焼き手作りチキンカツポークカレーチーズメンチカツチキンフリカッセカレイ唐揚げ 甘酢あん厚切イカフライ筑前煮白身魚のマスタード焼き牛カルビ焼き肉ランチビュッフェ豚肉と玉子の炒め鶏肉とカシューナッツ炒め to numeric
284,pandas.Series.value_counts(),NameError: name 'pandas' is not defined
285,pd.value_counts(),TypeError: value_counts() missing 1 required positional argument: 'values'
286,    if len(seq[i][0]) != len(set(seq[i+1][0])) and len(seq[i][1]) != len(set(seq[i+1][1])):,NameError: name 'seq' is not defined
287,add,NameError: name 'add' is not defined
288,X=ceil(N/2),NameError: name 'ceil' is not defined
289,X_train_c1_numa_p_05 = X_train_numa_p.sample(len(X_train_c1_any_p)*0.5),ValueError: Only integers accepted as `n` values
290,,ValueError: Cannot take a larger sample than population when 'replace=False'
291,"t =str.S({'1':'9', '9':'1'})",AttributeError: type object 'str' has no attribute 'S'
292,k=int(print()),"TypeError: int() argument must be a string, a bytes-like object or a number, not 'NoneType'"
293,N=int(input()),ValueError: invalid literal for int() with base 10: 'B'
294,s_bool = df['アルコール'] >= 4 and df['G3'],"ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
295,  a=S[-int(n):],NameError: name 'n' is not defined
296,"ta=int('a',n)",ValueError: invalid literal for int() with base 2: 'a'
297,"ta=int(a,n)",TypeError: int() can't convert non-string with explicit base
298,N=int(input()),ValueError: invalid literal for int() with base 10: '99.9'
299,r=str(0*(4-N)),TypeError: unsupported operand type(s) for -: 'int' and 'str'
300,"N=S.remove(0,2)",AttributeError: 'str' object has no attribute 'remove'
301,"r=s.remove(0,2)",TypeError: remove() takes exactly one argument (2 given)
302,get_ipython().magic('atcoder https://atcoder.jp/contests/abc178/tasks/abc178_b'),"UsageError: Line magic function `%atcoder` not found (But cell magic `%%atcoder` exists, did you mean that instead?)."
303,"A,B = int(input())",ValueError: invalid literal for int() with base 10: '-13 3'
304,N = float().input(),AttributeError: 'float' object has no attribute 'input'
305,print((N+1)/2),"TypeError: can only concatenate list (not ""int"") to list"
306,if X / 100 == 0:,TypeError: unsupported operand type(s) for /: 'str' and 'int'
307,y_pred = model.predict(X_test),"ValueError: X has 10 features, but LinearRegression is expecting 11 features as input."
308,y_pred = model.predict(X_test),"ValueError: X has 9 features, but LinearRegression is expecting 10 features as input."
309,"sns.kdeplot(df.groupby('アルコール').get_group('1')['G3'], shade = True, label = '1')",KeyError: '1'
310,"sns.kdeplot(df.groupby('アルコール').get_group('2')['G3'], shade = True, label = '2')",KeyError: '2'
311,"print('正解率(test)', model.score(X_test, y_test_c1_p))",NameError: name 'X_test' is not defined
312,"model.fit(X_train, y_train)",ValueError: Unknown label type: 'continuous-multioutput'
313,"X_train = X_train_c1_a_05[[ 'p', 'r', 'i', 'n', 't', 'Shift', '(' ]]","KeyError: ""None of [Index(['p', 'r', 'i', 'n', 't', 'Shift', '('], dtype='object')] are in the [columns]"""
314,y_test = X_test_21_p['target'],NameError: name 'X_test_21_p' is not defined
315,df_orig.info(),NameError: name 'df_orig' is not defined
316,"sns.boxplot(x=df['父職業'],y=['G3'],order=order_by)",TypeError: Neither the `x` nor `y` variable appears to be numeric.
317,"plt.boxplot(x=df['父職業'],y=df['G3'],order=order_by)",TypeError: boxplot() got an unexpected keyword argument 'y'
318,y_train_pred= randomforest.predict(X),NotFittedError: This RandomForestRegressor instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
319,pred_sub = y_train - pred,NameError: name 'y_train' is not defined
320,pred_sub = y - y_pred_L,"ValueError: operands could not be broadcast together with shapes (165,) (42,) "
321,"X = df_train[['year', 'month', 'day', 'week', 'soldout', 'kcal', 'payday', 'weather', 'remarks','temperature',""curry""]]","KeyError: ""['curry'] not in index"""
322,y_train_pred= mode_L.predict(X),NameError: name 'mode_L' is not defined
323,y_train_pred= model.predict(X),NameError: name 'model' is not defined
324,y_pred = model.predict(X_test),"ValueError: X has 10 features, but LinearRegression is expecting 9 features as input."
325,df.groupby('家族「')['G3'].describe() ,KeyError: '家族「'
326,df.corr('住所')['通学時間'],"ValueError: method must be either 'pearson', 'spearman', 'kendall', or a callable, '住所' was supplied"
327,"             df[""y""][df[""remarks""]==df.remarks.unique()[2]],",IndexError: index 2 is out of bounds for axis 0 with size 2
328,df.unique(),AttributeError: 'DataFrame' object has no attribute 'unique'
329,"model.fit(X, y)",ValueError: could not convert string to float: '特になし'
330,"X = df_train[['year', 'month', 'day', 'week', 'soldout', 'kcal', 'event', 'payday', 'weather','h_l']]","KeyError: ""['h_l'] not in index"""
331,"print('正解率(train)：', r2_score(X, y))",ValueError: y_true and y_pred have different number of output (12!=1)
332,"print('正解率(train)：', model_M.score(X, y))","ValueError: X has 12 features, but MLPClassifier is expecting 9 features as input."
333,"precision_score = precision_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
334,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
335,printlen((data1_c2)),NameError: name 'printlen' is not defined
336,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[6.575 6.421 7.185 6.998 7.147 6.43  6.012 6.172 5.631 6.004 6.377 6.009
 5.889 5.949 6.096 5.834 5.935 5.99  5.456 5.727 5.57  5.965 6.142 5.813
 5.924 5.599 5.813 6.047 6.495 6.674 5.713 6.072 5.95  5.701 6.096 5.933
 5.841 5.85  5.966 6.595 7.024 6.77  6.169 6.211 6.069 5.682 5.786 6.03
 5.399 5.602 5.963 6.115 6.511 5.998 5.888 7.249 6.383 6.816 6.145 5.927
 5.741 5.966 6.456 6.762 7.104 6.29  5.787 5.878 5.594 5.885 6.417 5.961
 6.065 6.245 6.273 6.286 6.279 6.14  6.232 5.874 6.727 6.619 6.302 6.167
 6.389 6.63  6.015 6.121 7.007 7.079 6.417 6.405 6.442 6.211 6.249 6.625
 6.163 8.069 7.82  7.416 6.727 6.781 6.405 6.137 6.167 5.851 5.836 6.127
 6.474 6.229 6.195 6.715 5.913 6.092 6.254 5.928 6.176 6.021 5.872 5.731
 5.87  6.004 5.961 5.856 5.879 5.986 5.613 5.693 6.431 5.637 6.458 6.326
 6.372 5.822 5.757 6.335 5.942 6.454 5.857 6.151 6.174 5.019 5.403 5.468
 4.903 6.13  5.628 4.926 5.186 5.597 6.122 5.404 5.012 5.709 6.129 6.152
 5.272 6.943 6.066 6.51  6.25  7.489 7.802 8.375 5.854 6.101 7.929 5.877
 6.319 6.402 5.875 5.88  5.572 6.416 5.859 6.546 6.02  6.315 6.86  6.98
 7.765 6.144 7.155 6.563 5.604 6.153 7.831 6.782 6.556 7.185 6.951 6.739
 7.178 6.8   6.604 7.875 7.287 7.107 7.274 6.975 7.135 6.162 7.61  7.853
 8.034 5.891 6.326 5.783 6.064 5.344 5.96  5.404 5.807 6.375 5.412 6.182
 5.888 6.642 5.951 6.373 6.951 6.164 6.879 6.618 8.266 8.725 8.04  7.163
 7.686 6.552 5.981 7.412 8.337 8.247 6.726 6.086 6.631 7.358 6.481 6.606
 6.897 6.095 6.358 6.393 5.593 5.605 6.108 6.226 6.433 6.718 6.487 6.438
 6.957 8.259 6.108 5.876 7.454 8.704 7.333 6.842 7.203 7.52  8.398 7.327
 7.206 5.56  7.014 8.297 7.47  5.92  5.856 6.24  6.538 7.691 6.758 6.854
 7.267 6.826 6.482 6.812 7.82  6.968 7.645 7.923 7.088 6.453 6.23  6.209
 6.315 6.565 6.861 7.148 6.63  6.127 6.009 6.678 6.549 5.79  6.345 7.041
 6.871 6.59  6.495 6.982 7.236 6.616 7.42  6.849 6.635 5.972 4.973 6.122
 6.023 6.266 6.567 5.705 5.914 5.782 6.382 6.113 6.426 6.376 6.041 5.708
 6.415 6.431 6.312 6.083 5.868 6.333 6.144 5.706 6.031 6.316 6.31  6.037
 5.869 5.895 6.059 5.985 5.968 7.241 6.54  6.696 6.874 6.014 5.898 6.516
 6.635 6.939 6.49  6.579 5.884 6.728 5.663 5.936 6.212 6.395 6.127 6.112
 6.398 6.251 5.362 5.803 8.78  3.561 4.963 3.863 4.97  6.683 7.016 6.216
 5.875 4.906 4.138 7.313 6.649 6.794 6.38  6.223 6.968 6.545 5.536 5.52
 4.368 5.277 4.652 5.    4.88  5.39  5.713 6.051 5.036 6.193 5.887 6.471
 6.405 5.747 5.453 5.852 5.987 6.343 6.404 5.349 5.531 5.683 4.138 5.608
 5.617 6.852 5.757 6.657 4.628 5.155 4.519 6.434 6.782 5.304 5.957 6.824
 6.411 6.006 5.648 6.103 5.565 5.896 5.837 6.202 6.193 6.38  6.348 6.833
 6.425 6.436 6.208 6.629 6.461 6.152 5.935 5.627 5.818 6.406 6.219 6.485
 5.854 6.459 6.341 6.251 6.185 6.417 6.749 6.655 6.297 7.393 6.728 6.525
 5.976 5.936 6.301 6.081 6.701 6.376 6.317 6.513 6.209 5.759 5.952 6.003
 5.926 5.713 6.167 6.229 6.437 6.98  5.427 6.162 6.484 5.304 6.185 6.229
 6.242 6.75  7.061 5.762 5.871 6.312 6.114 5.905 5.454 5.414 5.093 5.983
 5.983 5.707 5.926 5.67  5.39  5.794 6.019 5.569 6.027 6.593 6.12  6.976
 6.794 6.03 ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
337,"sns.kdeplot(df.groupby('学習時間').get_group(1)['G3'], shade = True, color = blue)",NameError: name 'blue' is not defined
338,print((B-A)/(A-1))+1,TypeError: unsupported operand type(s) for +: 'NoneType' and 'int'
339,"A,B=map(int,input().split())",ValueError: invalid literal for int() with base 10: '1t'
340,"sns.boxplot(x=df['通学時間'], y=df['G3'], order=order_by)",NameError: name 'order_by' is not defined
341,"S,T,U,V=str(s,t,u,v)",TypeError: str() takes at most 3 arguments (4 given)
342,"plt.subplot(2,1,3)","ValueError: num must be 1 <= num <= 2, not 3"
343,"sns.boxplot(x=df['友人と遊ぶ頻度'], y=df['G3'])",KeyError: '友人と遊ぶ頻度'
344,"sns.boxplot(x=df['成績'], y=df['G3'], order=order_by)",KeyError: '成績'
345,N = int(input()),ValueError: invalid literal for int() with base 10: '2 3'
346,df_uid_mean1_c1,NameError: name 'df_uid_mean1_c1' is not defined
347,df_uid_pr,NameError: name 'df_uid_pr' is not defined
348,"X_train_c1_any_p, X_test_c1_any_p= train_test_split(X_c1_any_p, test_size=0.3, random_state=0)",NameError: name 'X_c1_any_p' is not defined
349,"sns.kdeplot(df.groupby('パリピ'),shade = True, label = '女子学生')","ValueError: If using all scalar values, you must pass an index"
350,"sns.kdeplot(df.groupby('母職業').get_group('ぞの他')['G3'], shade = True, label = 'ぞの他')",KeyError: 'ぞの他'
351,X_train_pr_name = X_train_pr_name.sample(int(len(X_train_pr_any)*raito)),NameError: name 'X_train_pr_name' is not defined
352,"X_test_pr.loc[X_train_abc[""uid""] == u_id,'target'] = ""1""",ValueError: cannot reindex from a duplicate axis
353,"X_train_pr_name, X_test_pr_name = train_test_split(df_pr_name,test_size = 0.3)",NameError: name 'df_pr_name' is not defined
354,X_train_pr_any = pd.DataFrame(df_train_pr_any),NameError: name 'df_train_pr_any' is not defined
355,X_train_pr_name = pd.DataFrame(df_train_pr_name),NameError: name 'df_train_pr_name' is not defined
356,"sns.kdeplot(df.groupby('学習時間').get_group('0')['G3'], shade = True, label = '1')",KeyError: '0'
357,"sns.kdeplot(df.groupby('性別').get_group('男性')['G3'], shade = True, label = '男子学生')",KeyError: '男性'
358,    for _ in range(num):,TypeError: 'float' object cannot be interpreted as an integer
359,"df = pd,read_csv('boston.csv')",NameError: name 'read_csv' is not defined
360,get_ipython().magic('kogi https://atcoder.jp/contests/abc226/tasks/abc226_c'),UsageError: Line magic function `%kogi` not found.
361,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
362,y_pred = model.predict(X_test),AttributeError: 'RandomForestClassifier' object has no attribute 'n_classes_'
363,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
364,np.where( np.isnan(y_train) ),"TypeError: ufunc 'isnan' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
365,describe(X_train_pr_name),NameError: name 'describe' is not defined
366,prunt(1+2),NameError: name 'prunt' is not defined
367,df = pd.read_csv('boston.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'boston.csv'
368,"get_ipython().run_cell_magic('atcoder', 'https://atcoder.jp/contests/abc214/tasks/abc214_b', 'S, T = map(int, input().split())\ncombs=[]\nfor a in range(10):\n    for b in range(10):\n        for c in range(10):\n            if a+b+c <= S and a*b*c <=T:\n                combs.append((a,b,c))\nprint(len(combs))')",UsageError: Cell magic `%%atcoder` not found.
369,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
370,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
371,"print(""MSE: "", mean_squared_error(_test, y_pred))",NameError: name '_test' is not defined
372,"print('R2', r2_score(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [506, 152]"
373,"model,fit(X_train,y_train)",NameError: name 'fit' is not defined
374,"print(""MSE: "", mean_squared_error(x_test,y_pred))",NameError: name 'x_test' is not defined
375,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
376,print(no.array(scores).mean()),NameError: name 'no' is not defined
377,print(np.array(scores)).mean(()),AttributeError: 'NoneType' object has no attribute 'mean'
378,print(np.array(scores).mean()),NameError: name 'np' is not defined
379,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'モデル' is not defined
380,model = DecisionTreeRegressor(maxdepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdepth'
381,model = DecisionTreeRegressor(),NameError: name 'DecisionTreeRegressor' is not defined
382,model = DecisionTreerRegression(),NameError: name 'DecisionTreerRegression' is not defined
383,model = FecisionTreeRegressor(),NameError: name 'FecisionTreeRegressor' is not defined
384,model = DecisionTreerRegressor(),NameError: name 'DecisionTreerRegressor' is not defined
385,"print(""MSE: "", mean_squared_error(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [500, 152]"
386,"plt.barh(y_test,y_pred,c='red',alpha=0.3)",AttributeError: 'Rectangle' object has no property 'c'
387,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'LinearRegression' object has no attribute 'tree_'
388,"plt.scatter(y, x_pred, c='red', alpha=0.3)",NameError: name 'x_pred' is not defined
389,"plot_tree(model, feature_names=X.columns[:-1], filled=True)",IndexError: index 11 is out of bounds for axis 0 with size 11
390,model = DecisionTreeRegressior(),NameError: name 'DecisionTreeRegressior' is not defined
391,"plt.scatter( c='red', alpha=0.3)",TypeError: scatter() missing 2 required positional arguments: 'x' and 'y'
392,"plt.scatter( y. y_pred,c='red', alpha=0.3)",AttributeError: 'Series' object has no attribute 'y_pred'
393,model.feature_importance,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importance'
394,model.featrue_importances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'featrue_importances_'
395,model.feature_impotences_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_impotences_'
396,model.future_importances_,AttributeError: 'LinearRegression' object has no attribute 'future_importances_'
397,model.feauture_importance_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feauture_importance_'
398,model.feature_importance_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importance_'
399,model.feature_importences_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importences_'
400,model.feature_inportances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_inportances_'
401,model = DiscriptionLinearRegression(),NameError: name 'DiscriptionLinearRegression' is not defined
402,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: Found input variables with inconsistent numbers of samples: [152, 354]"
403,"model.fit(X_train, y_train)",ValueError: Number of labels=152 does not match number of samples=354
404,model.feature_importances_,AttributeError: 'LinearRegression' object has no attribute 'feature_importances_'
405,model = DecisionTreeRegression(),NameError: name 'DecisionTreeRegression' is not defined
406,"plt.barh(X_train.columns, model.feature_importances_)",AttributeError: 'DecisionTreeRegressor' object has no attribute 'tree_'
407,model.future_importances_,AttributeError: 'DecisionTreeRegressor' object has no attribute 'future_importances_'
408,"plt.barh(X_train.columns[::-1], model.feature_importances[::-1])",AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importances'
409,model = DecisionTreeRegressor(maxdeapth=3),TypeError: __init__() got an unexpected keyword argument 'maxdeapth'
410,model = DecisionTreeRegressor(maxdeepth=3),TypeError: __init__() got an unexpected keyword argument 'maxdeepth'
411,model = DecisionTreeRegressor(model = DecisionTreeRegressor(max_depth=3)),TypeError: __init__() got an unexpected keyword argument 'model'
412,model = LinearRegression(max_depth=3),TypeError: __init__() got an unexpected keyword argument 'max_depth'
413,"plot_tree(model, feature_names=X.columns, filled=True)",NotFittedError: This DecisionTreeRegressor instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
414,"plt.barh(X_train.columns[:-1], model.DecisionTreeRegressor)",AttributeError: 'DecisionTreeRegressor' object has no attribute 'DecisionTreeRegressor'
415,,ValueError: shape mismatch: objects cannot be broadcast to a single shape
416,    model = SVR(max_depth=depth)  # None 制限なし,NameError: name 'SVR' is not defined
417,model = Polynomial_deg3(max_depth=5) #max_depthで決定木の深さを設定,NameError: name 'Polynomial_deg3' is not defined
418,"model.fit(X_train, y_train)",AttributeError: 'tuple' object has no attribute 'fit'
419,model = enable_hist_gradient_boosting(),TypeError: 'module' object is not callable
420,df = pd.read_csv('bento_train.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'bento_train.csv'
421,y_pred = model.predict(X_test),AttributeError: 'PolynomialFeatures' object has no attribute 'predict'
422,model=RandomForestRegressor(),NameError: name 'RandomForestRegressor' is not defined
423,from sklearn.tree import RandomForestRegressor,ImportError: cannot import name 'RandomForestRegressor' from 'sklearn.tree' (/usr/local/lib/python3.7/dist-packages/sklearn/tree/__init__.py)
424,from sklearn.ensemble import RandomForestRegresso,ImportError: cannot import name 'RandomForestRegresso' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
425,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'RandomForestRegressor' object has no attribute 'tree_'
426,"for column, importance in zip(X_train.columns, model.RandomForestRegressor):",AttributeError: 'RandomForestRegressor' object has no attribute 'RandomForestRegressor'
427,"get_ipython().run_cell_magic('', 'kogi', ""\n!wget https://kkuramitsu.github.io/lec/data/bento.csv\ndf = pd.read_csv('bento_train.csv')"")",UsageError: Cell magic `%%` not found.
428,from sklearn.linear_model import MLPRegressor,ImportError: cannot import name 'MLPRegressor' from 'sklearn.linear_model' (/usr/local/lib/python3.7/dist-packages/sklearn/linear_model/__init__.py)
429,"model.fit(X_train, y_train)",AttributeError: 'DataFrame' object has no attribute '_validate_data'
430,"print(""MSE: "", mean_squared_error(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [10, 152]"
431,model =   GradientBoostingRegressor(random_state=0),NameError: name 'GradientBoostingRegressor' is not defined
432,"model =  Pipeline([('poly', PolynomialFeatures(degree=5)),('linear', LinearRegression())])",NameError: name 'PolynomialFeatures' is not defined
433,model = GradientBoostingRegressor(random_dtate=0),TypeError: __init__() got an unexpected keyword argument 'random_dtate'
434,model = KNeighborsRegressor(n_neighbors=3),NameError: name 'KNeighborsRegressor' is not defined
435,model = SVR(random_state=0),TypeError: __init__() got an unexpected keyword argument 'random_state'
436,"model =Pipeline([('poly', PolynomialFeatures(degree=5)),('linear', LinearRegression())])",NameError: name 'Pipeline' is not defined
