,date,line,emsg
782,2022-05-11 16:06:04,y_train_pred= model.predict(X),NameError: name 'model' is not defined
783,2022-05-11 16:06:42,"    plt.subplot(4,4,i+1)","ValueError: num must be 1 <= num <= 16, not 17"
784,2022-05-11 16:06:53,y_train_pred= model.predict(X),NameError: name 'model' is not defined
785,2022-05-11 16:07:55,y_pred = model.predict(X_test),"ValueError: X has 10 features, but LinearRegression is expecting 9 features as input."
786,2022-05-11 16:20:58,y_pred = model.predict(X_test),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
787,2022-05-11 16:21:12,y_pred = model.predict(X_test),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
788,2022-05-11 16:21:43,y_pred = model.predict(X_test),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
789,2022-05-11 16:21:54,y_pred = model.predict(X_test),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
790,2022-05-11 16:22:06,y_pred = model.predict(X_test),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
791,2022-05-11 16:45:52,df.groupby('家族「')['G3'].describe() ,KeyError: '家族「'
792,2022-05-11 17:14:50,df.corr('住所')['通学時間'],"ValueError: method must be either 'pearson', 'spearman', 'kendall', or a callable, '住所' was supplied"
793,2022-05-11 17:15:04,df.corr('住所')('通学時間'),"ValueError: method must be either 'pearson', 'spearman', 'kendall', or a callable, '住所' was supplied"
794,2022-05-12 00:48:37,"X = df_train[['month', 'day', 'week', 'soldout', 'kcal', 'payday', 'weather', 'remarks','temperature',""curry""]]","KeyError: ""['curry'] not in index"""
795,2022-05-12 00:49:23,"X_test = df_test[['month', 'day', 'week', 'soldout',  'kcal', 'payday', 'weather' , 'remarks','temperature',""curry""]]","KeyError: ""['curry'] not in index"""
796,2022-05-12 00:55:02,"X_test = df_test[['year', 'day', 'week', 'soldout',  'kcal', 'payday', 'weather' , 'remarks','temperature',""curry""]]","KeyError: ""['curry'] not in index"""
797,2022-05-12 02:01:22,"             df[""y""][df[""remarks""]==df.remarks.unique()[2]],",IndexError: index 2 is out of bounds for axis 0 with size 2
798,2022-05-12 02:03:42,df.unique(),AttributeError: 'DataFrame' object has no attribute 'unique'
799,2022-05-12 02:06:01,"model.fit(X, y)",ValueError: could not convert string to float: '特になし'
800,2022-05-12 02:14:46,"X = df_train[['year', 'month', 'day', 'week', 'soldout', 'kcal', 'event', 'payday', 'weather','h_l']]","KeyError: ""['h_l'] not in index"""
801,2022-05-12 02:43:34,"print('正解率(train)：', r2_score(X, y))",ValueError: y_true and y_pred have different number of output (12!=1)
802,2022-05-12 02:45:32,"print('正解率(train)：', model_M.score(X, y))","ValueError: X has 12 features, but MLPClassifier is expecting 9 features as input."
803,2022-05-12 07:16:37,"precision_score = precision_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
804,2022-05-12 07:17:09,"precision_score = precision_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
805,2022-05-12 07:17:53,"precision_score = precision_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
806,2022-05-12 07:17:56,"recall_score = recall_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
807,2022-05-12 07:18:01,"precision_score = precision_score(y_test, y_pred)","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
808,2022-05-12 07:18:59,"print(recall_score(y_test, y_pred))","ValueError: pos_label=1 is not a valid label. It should be one of ['0', '1']"
809,2022-05-12 07:25:53,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
810,2022-05-12 07:26:08,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
811,2022-05-12 07:26:31,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
812,2022-05-12 07:26:47,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
813,2022-05-12 07:28:45,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
814,2022-05-12 07:29:03,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
815,2022-05-12 07:29:20,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
816,2022-05-12 10:29:44,printlen((data1_c2)),NameError: name 'printlen' is not defined
817,2022-05-12 11:06:06,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
818,2022-05-12 11:06:17,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
819,2022-05-12 12:06:50,y_pred = model.predict(X),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
820,2022-05-12 12:06:52,"plt.scatter(y, y_pred, color = 'red', alpha=0.3) ",NameError: name 'y_pred' is not defined
821,2022-05-12 12:07:04,"plt.hist(y-y_pred, bins=50)",NameError: name 'y_pred' is not defined
822,2022-05-12 12:07:07,"mse = mean_squared_error(y, y_pred) ",NameError: name 'y_pred' is not defined
823,2022-05-12 12:07:50,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[6.575 6.421 7.185 6.998 7.147 6.43  6.012 6.172 5.631 6.004 6.377 6.009
 5.889 5.949 6.096 5.834 5.935 5.99  5.456 5.727 5.57  5.965 6.142 5.813
 5.924 5.599 5.813 6.047 6.495 6.674 5.713 6.072 5.95  5.701 6.096 5.933
 5.841 5.85  5.966 6.595 7.024 6.77  6.169 6.211 6.069 5.682 5.786 6.03
 5.399 5.602 5.963 6.115 6.511 5.998 5.888 7.249 6.383 6.816 6.145 5.927
 5.741 5.966 6.456 6.762 7.104 6.29  5.787 5.878 5.594 5.885 6.417 5.961
 6.065 6.245 6.273 6.286 6.279 6.14  6.232 5.874 6.727 6.619 6.302 6.167
 6.389 6.63  6.015 6.121 7.007 7.079 6.417 6.405 6.442 6.211 6.249 6.625
 6.163 8.069 7.82  7.416 6.727 6.781 6.405 6.137 6.167 5.851 5.836 6.127
 6.474 6.229 6.195 6.715 5.913 6.092 6.254 5.928 6.176 6.021 5.872 5.731
 5.87  6.004 5.961 5.856 5.879 5.986 5.613 5.693 6.431 5.637 6.458 6.326
 6.372 5.822 5.757 6.335 5.942 6.454 5.857 6.151 6.174 5.019 5.403 5.468
 4.903 6.13  5.628 4.926 5.186 5.597 6.122 5.404 5.012 5.709 6.129 6.152
 5.272 6.943 6.066 6.51  6.25  7.489 7.802 8.375 5.854 6.101 7.929 5.877
 6.319 6.402 5.875 5.88  5.572 6.416 5.859 6.546 6.02  6.315 6.86  6.98
 7.765 6.144 7.155 6.563 5.604 6.153 7.831 6.782 6.556 7.185 6.951 6.739
 7.178 6.8   6.604 7.875 7.287 7.107 7.274 6.975 7.135 6.162 7.61  7.853
 8.034 5.891 6.326 5.783 6.064 5.344 5.96  5.404 5.807 6.375 5.412 6.182
 5.888 6.642 5.951 6.373 6.951 6.164 6.879 6.618 8.266 8.725 8.04  7.163
 7.686 6.552 5.981 7.412 8.337 8.247 6.726 6.086 6.631 7.358 6.481 6.606
 6.897 6.095 6.358 6.393 5.593 5.605 6.108 6.226 6.433 6.718 6.487 6.438
 6.957 8.259 6.108 5.876 7.454 8.704 7.333 6.842 7.203 7.52  8.398 7.327
 7.206 5.56  7.014 8.297 7.47  5.92  5.856 6.24  6.538 7.691 6.758 6.854
 7.267 6.826 6.482 6.812 7.82  6.968 7.645 7.923 7.088 6.453 6.23  6.209
 6.315 6.565 6.861 7.148 6.63  6.127 6.009 6.678 6.549 5.79  6.345 7.041
 6.871 6.59  6.495 6.982 7.236 6.616 7.42  6.849 6.635 5.972 4.973 6.122
 6.023 6.266 6.567 5.705 5.914 5.782 6.382 6.113 6.426 6.376 6.041 5.708
 6.415 6.431 6.312 6.083 5.868 6.333 6.144 5.706 6.031 6.316 6.31  6.037
 5.869 5.895 6.059 5.985 5.968 7.241 6.54  6.696 6.874 6.014 5.898 6.516
 6.635 6.939 6.49  6.579 5.884 6.728 5.663 5.936 6.212 6.395 6.127 6.112
 6.398 6.251 5.362 5.803 8.78  3.561 4.963 3.863 4.97  6.683 7.016 6.216
 5.875 4.906 4.138 7.313 6.649 6.794 6.38  6.223 6.968 6.545 5.536 5.52
 4.368 5.277 4.652 5.    4.88  5.39  5.713 6.051 5.036 6.193 5.887 6.471
 6.405 5.747 5.453 5.852 5.987 6.343 6.404 5.349 5.531 5.683 4.138 5.608
 5.617 6.852 5.757 6.657 4.628 5.155 4.519 6.434 6.782 5.304 5.957 6.824
 6.411 6.006 5.648 6.103 5.565 5.896 5.837 6.202 6.193 6.38  6.348 6.833
 6.425 6.436 6.208 6.629 6.461 6.152 5.935 5.627 5.818 6.406 6.219 6.485
 5.854 6.459 6.341 6.251 6.185 6.417 6.749 6.655 6.297 7.393 6.728 6.525
 5.976 5.936 6.301 6.081 6.701 6.376 6.317 6.513 6.209 5.759 5.952 6.003
 5.926 5.713 6.167 6.229 6.437 6.98  5.427 6.162 6.484 5.304 6.185 6.229
 6.242 6.75  7.061 5.762 5.871 6.312 6.114 5.905 5.454 5.414 5.093 5.983
 5.983 5.707 5.926 5.67  5.39  5.794 6.019 5.569 6.027 6.593 6.12  6.976
 6.794 6.03 ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
824,2022-05-12 13:49:26,,KeyboardInterrupt: 
825,2022-05-12 14:12:00,"sns.kdeplot(df.groupby('学習時間').get_group('1')['G3'], shade = True, label = '1')",KeyError: '1'
826,2022-05-12 14:13:28,"sns.kdeplot(df.groupby('学習時間').get_group('1')['G3'], shade = True, label = 1)",KeyError: '1'
827,2022-05-12 14:13:48,"sns.kdeplot(df.groupby('学習時間').get_group('1')['G3'], shade = True)",KeyError: '1'
828,2022-05-12 14:15:44,"sns.kdeplot(df.groupby('学習時間').get_group(1)['G3'], shade = True, color = blue)",NameError: name 'blue' is not defined
829,2022-05-12 14:33:29,"A,B=map(int,input().split())",ValueError: too many values to unpack (expected 2)
830,2022-05-12 14:33:31,print((B-A)/(A-1))+1,TypeError: unsupported operand type(s) for +: 'NoneType' and 'int'
831,2022-05-12 15:17:49,"A,B=map(int,input().split())",ValueError: invalid literal for int() with base 10: '1t'
832,2022-05-12 15:57:01,"sns.boxplot(x=df['通学時間'], y=df['G3'], order=order_by)",NameError: name 'order_by' is not defined
833,2022-05-12 16:10:49,for column in df.colums[:-1]:,AttributeError: 'DataFrame' object has no attribute 'colums'
834,2022-05-12 16:11:04,  df.groupby(f'{column}')['G3'].describe(),NameError: name 'column' is not defined
835,2022-05-12 16:14:55,  df.groupby(df[column])['G3'].describe(),NameError: name 'column' is not defined
836,2022-05-13 00:12:44,"print(max(s,t,u,v))",TypeError: 'int' object is not callable
837,2022-05-13 00:14:31,"a,b,c,d=map(input().split())",TypeError: map() must have at least two arguments.
838,2022-05-13 00:16:47,"str[s,t,u,v]",TypeError: 'type' object is not subscriptable
839,2022-05-13 00:18:51,"print(max(s,t,u,v))",TypeError: 'int' object is not callable
840,2022-05-13 00:19:24,"print(max(s,t,u,v))",TypeError: 'int' object is not callable
841,2022-05-13 00:19:50,"print(max(s,t,u,v))",TypeError: 'int' object is not callable
842,2022-05-13 00:23:10,"S,T,U,V=str(s,t,u,v)",TypeError: str() takes at most 3 arguments (4 given)
843,2022-05-13 00:23:36,"(S,T,U,V)=str(s,t,u,v)",TypeError: str() takes at most 3 arguments (4 given)
844,2022-05-13 00:27:24,"a,b,c,d=map(int,input().split())",KeyboardInterrupt: 
845,2022-05-13 00:27:34,print(max(l)),TypeError: 'int' object is not callable
846,2022-05-13 00:27:52,print(max(l)),TypeError: 'int' object is not callable
847,2022-05-13 00:28:16,print(max(l)),TypeError: 'int' object is not callable
848,2022-05-13 00:28:30,print(max(l)),TypeError: 'int' object is not callable
849,2022-05-13 00:34:36,"A,B=map(int,input().split())",ValueError: too many values to unpack (expected 2)
850,2022-05-13 01:07:55,print((4-len(N))*0+N),TypeError: unsupported operand type(s) for +: 'int' and 'list'
851,2022-05-13 01:08:05,print((4-len(N))*0+N),TypeError: unsupported operand type(s) for +: 'int' and 'str'
852,2022-05-13 01:08:28,print((4-len(N))*0+N),TypeError: unsupported operand type(s) for +: 'int' and 'str'
853,2022-05-13 01:09:30,print((4-len(N))*0+N),TypeError: object of type 'int' has no len()
854,2022-05-13 01:09:57,print((4-int(len(N)))*0+N),TypeError: object of type 'int' has no len()
855,2022-05-13 01:10:14,print(4-int(len(N))*0+N),TypeError: object of type 'int' has no len()
856,2022-05-13 01:10:57,a=len(N),TypeError: object of type 'int' has no len()
857,2022-05-13 01:12:40,print((4-a)*0+N),TypeError: unsupported operand type(s) for +: 'int' and 'list'
858,2022-05-13 01:13:41,print((4-a)*0++int(N)),"TypeError: int() argument must be a string, a bytes-like object or a number, not 'list'"
859,2022-05-13 01:13:51,print((4-a)*0+int(N)),"TypeError: int() argument must be a string, a bytes-like object or a number, not 'list'"
860,2022-05-13 01:14:38,print((4-a)*'0'+N),"TypeError: can only concatenate str (not ""list"") to str"
861,2022-05-13 01:26:41,"S[1],S[-1]=S[-1],S[1]",TypeError: 'str' object does not support item assignment
862,2022-05-13 01:27:10,print(int(S)),"TypeError: int() argument must be a string, a bytes-like object or a number, not 'list'"
863,2022-05-13 02:06:25,"print(max([s,t,u,v]))",TypeError: 'int' object is not callable
864,2022-05-13 02:21:29,"plt.subplot(2,1,3)","ValueError: num must be 1 <= num <= 2, not 3"
865,2022-05-13 02:21:58,"plt.subplot(2,1,3)","ValueError: num must be 1 <= num <= 2, not 3"
866,2022-05-13 02:49:12,"sns.boxplot(x=df['友人と遊ぶ頻度'], y=df['G3'])",KeyError: '友人と遊ぶ頻度'
867,2022-05-13 02:59:15,  x=x+1,KeyboardInterrupt: 
868,2022-05-13 02:59:23,  x=x+1,KeyboardInterrupt: 
869,2022-05-13 03:00:45,  B-(A-1)*x,KeyboardInterrupt: 
870,2022-05-13 04:41:00,"    plt.subplot(4,4,i+1)","ValueError: num must be 1 <= num <= 16, not 17"
871,2022-05-13 05:03:53,"sns.boxplot(x=df['成績'], y=df['G3'], order=order_by)",KeyError: '成績'
872,2022-05-13 05:04:03,"sns.boxplot(x=df['成績'], y=df['G3'], order=order_by)",KeyError: '成績'
873,2022-05-13 05:13:32,N = int(input()),ValueError: invalid literal for int() with base 10: '2 3'
874,2022-05-13 05:13:47,n = int(input()),ValueError: invalid literal for int() with base 10: '2 3'
875,2022-05-13 05:14:51,N=int(input()),ValueError: invalid literal for int() with base 10: '2 3'
876,2022-05-13 05:15:57,n = int(input()),ValueError: invalid literal for int() with base 10: '2 3'
877,2022-05-13 05:16:02,n = int(input()),ValueError: invalid literal for int() with base 10: '2 3'
878,2022-05-13 05:24:37,"    plt.subplot(4,4,i+1)","ValueError: num must be 1 <= num <= 16, not 17"
879,2022-05-13 05:34:52,df_uid_mean1_c1,NameError: name 'df_uid_mean1_c1' is not defined
880,2022-05-13 05:38:18,df_uid_pr,NameError: name 'df_uid_pr' is not defined
881,2022-05-13 05:53:58,"X_train_c1_any_p, X_test_c1_any_p= train_test_split(X_c1_any_p, test_size=0.3, random_state=0)",NameError: name 'X_c1_any_p' is not defined
882,2022-05-13 06:29:08,"sns.kdeplot(df.groupby('パリピ'),shade = True, label = '女子学生')","ValueError: If using all scalar values, you must pass an index"
883,2022-05-13 07:18:18,"sns.kdeplot(df.groupby('母職業').get_group('ぞの他')['G3'], shade = True, label = 'ぞの他')",KeyError: 'ぞの他'
884,2022-05-13 07:23:19,X_train_pr_name = X_train_pr_name.sample(int(len(X_train_pr_any)*raito)),NameError: name 'X_train_pr_name' is not defined
885,2022-05-13 07:24:18,"X_test_pr.loc[X_train_abc[""uid""] == u_id,'target'] = ""1""",ValueError: cannot reindex from a duplicate axis
886,2022-05-13 07:24:48,"X_test_pr.loc[X_train_pr[""uid""] == u_id,'target'] = ""1""",ValueError: cannot reindex from a duplicate axis
887,2022-05-13 07:55:48,"    plt.subplot(4,4,i+1)","ValueError: num must be 1 <= num <= 16, not 17"
888,2022-05-13 08:00:04,"X_train_pr_name, X_test_pr_name = train_test_split(df_pr_name,test_size = 0.3)",NameError: name 'df_pr_name' is not defined
889,2022-05-13 08:19:36,X_train_pr_any = pd.DataFrame(df_train_pr_any),NameError: name 'df_train_pr_any' is not defined
890,2022-05-13 08:20:49,X_train_pr_name = pd.DataFrame(df_train_pr_name),NameError: name 'df_train_pr_name' is not defined
891,2022-05-13 08:28:30,"sns.kdeplot(df.groupby('学習時間').get_group('1')['G3'], shade = True, label = '1')",KeyError: '1'
892,2022-05-13 08:28:50,"sns.kdeplot(df.groupby('学習時間').get_group('0')['G3'], shade = True, label = '1')",KeyError: '0'
893,2022-05-13 08:29:25,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
894,2022-05-13 08:29:56,y_pred = y_pred.astype(int),NameError: name 'y_pred' is not defined
895,2022-05-13 08:30:07,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
896,2022-05-13 08:30:19,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
897,2022-05-13 08:30:29,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
898,2022-05-13 08:30:51,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
899,2022-05-13 09:05:15,"sns.kdeplot(df.groupby('性別').get_group('男性')['G3'], shade = True, label = '男子学生')",KeyError: '男性'
900,2022-05-13 09:05:42,"sns.kdeplot(df.groupby('性別').get_group('男性')['G3'], shade = True, label = '男子学生')",KeyError: '男性'
901,2022-05-13 09:07:13,"    plt.subplot(4,4,i+1)","ValueError: num must be 1 <= num <= 16, not 17"
902,2022-05-13 09:54:03,    for _ in range(num):,TypeError: 'float' object cannot be interpreted as an integer
903,2022-05-13 10:06:08,"df = pd,read_csv('boston.csv')",NameError: name 'read_csv' is not defined
904,2022-05-13 15:28:22,"get_ipython().run_cell_magic('kogi', 'https://atcoder.jp/contests/abc226/tasks/abc226_c', 'print(1)')",UsageError: Cell magic `%%kogi` not found.
905,2022-05-13 15:28:45,"get_ipython().run_cell_magic('kogi', 'https://atcoder.jp/contests/abc226/tasks/abc226_c', 'print(1)')",UsageError: Cell magic `%%kogi` not found.
906,2022-05-13 15:34:54,"get_ipython().run_cell_magic('kogi', 'https://atcoder.jp/contests/abc226/tasks/abc226_c', '\nN=int(input())\nT=[]\nA=[]\nfor i in range(N):\n  t,a=int(input()) , lsit(map(int,input().split()))\n  print(t,a)\n\n')",UsageError: Cell magic `%%kogi` not found.
907,2022-05-13 15:35:18,get_ipython().magic('kogi https://atcoder.jp/contests/abc226/tasks/abc226_c'),UsageError: Line magic function `%kogi` not found.
908,2022-05-13 15:38:23,,ValueError: Cannot take a larger sample than population when 'replace=False'
909,2022-05-13 15:59:28,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0 1] and y_pred=['0' '1']. Make sure that the predictions provided by the classifier coincides with the true labels.
910,2022-05-13 17:02:19,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
911,2022-05-13 17:02:28,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
912,2022-05-13 17:02:50,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
913,2022-05-13 17:06:35,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
914,2022-05-13 17:07:50,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
915,2022-05-13 17:11:49,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
916,2022-05-13 17:13:06,y_pred = model.predict(X_test),AttributeError: 'RandomForestClassifier' object has no attribute 'n_classes_'
917,2022-05-13 17:13:14,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
918,2022-05-13 17:15:41,np.where( np.isnan(X) ),NameError: name 'X' is not defined
919,2022-05-13 17:16:58,np.where( np.isnan(y_train) ),"TypeError: ufunc 'isnan' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
920,2022-05-13 17:18:15,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
921,2022-05-13 17:19:28,np.where( np.isnan(y_train) ),"TypeError: ufunc 'isnan' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
922,2022-05-13 17:20:15,np.where( np.isnan(y_train) ),"TypeError: ufunc 'isnan' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
923,2022-05-13 17:24:58,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
924,2022-05-13 17:30:21,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
925,2022-05-13 17:30:26,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
926,2022-05-13 17:35:00,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
927,2022-05-13 17:41:12,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
928,2022-05-13 17:41:34,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
929,2022-05-13 17:42:44,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
930,2022-05-13 17:47:17,describe(X_train_pr_name),NameError: name 'describe' is not defined
931,2022-05-13 17:51:23,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float32')."
932,2022-05-15 00:45:53,  B-(A-n)*x,KeyboardInterrupt: 
933,2022-05-15 00:46:32,  B-(A-n+1)*x,KeyboardInterrupt: 
934,2022-05-15 05:03:45,prunt(1+2),NameError: name 'prunt' is not defined
935,2022-05-16 04:21:26,df = pd.read_csv('boston.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'boston.csv'
936,2022-05-16 04:30:26,"get_ipython().run_cell_magic('atcoder', 'https://atcoder.jp/contests/abc214/tasks/abc214_b', 'S, T = map(int, input().split())\ncombs=[]\nfor a in range(10):\n    for b in range(10):\n        for c in range(10):\n            if a+b+c <= S and a*b*c <=T:\n                combs.append((a,b,c))\nprint(len(combs))')",UsageError: Cell magic `%%atcoder` not found.
937,2022-05-16 04:47:11,"plt.figure(figsize=(7, 7))",NameError: name 'plt' is not defined
938,2022-05-16 04:59:12,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
939,2022-05-16 04:59:40,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
940,2022-05-16 04:59:51,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
941,2022-05-16 04:59:52,"print(""MSE: "", mean_squared_error(_test, y_pred))",NameError: name '_test' is not defined
942,2022-05-16 04:59:55,"print('R2', r2_score(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [506, 152]"
943,2022-05-16 04:59:58,"model,fit(X_train,y_train)",NameError: name 'fit' is not defined
944,2022-05-16 04:59:58,"print(""MSE "", mean_squared_error(y_test, y_pred) ) ","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
945,2022-05-16 05:00:02,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
946,2022-05-16 05:00:04,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
947,2022-05-16 05:00:06,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
948,2022-05-16 05:00:07,"print(""MSE: "", mean_squared_error(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
949,2022-05-16 05:00:07,"print(""MSE: "", mean_squared_error(y_test, y_pred) ) ","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
950,2022-05-16 05:00:10,"print('R2', r2_score(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [506, 152]"
951,2022-05-16 05:00:52,"plt.scatter(y_train, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
952,2022-05-16 05:01:04,"print(""MSE: "", mean_squared_error(x_test,y_pred))",NameError: name 'x_test' is not defined
953,2022-05-16 05:01:08,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [152, 506]"
954,2022-05-16 05:01:15,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
955,2022-05-16 05:01:21,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
956,2022-05-16 05:01:28,"plt.scatter(x, y_pred, c='red', alpha=0.3)",NameError: name 'x' is not defined
957,2022-05-16 05:01:47,"plt.scatter(X_test , y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
958,2022-05-16 05:02:18,"plt.scatter(y , y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
959,2022-05-16 05:03:06,"plt.scatter(y , y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
960,2022-05-16 05:05:43,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
961,2022-05-16 05:07:08,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
962,2022-05-16 05:07:20,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
963,2022-05-16 05:07:30,"cross_val_score(モデル, X, y, cv=5, scoring='r2')",NameError: name 'cross_val_score' is not defined
